med_earn,geometry,city_name
33224,"list(c(-87.741893, -87.738024, -87.736815, -87.735574, -87.731461, -87.735212, -87.736026, -87.738265, -87.742154, -87.741893, 41.931595, 41.931645, 41.931661, 41.931676, 41.931734, 41.938986, 41.938976, 41.938945, 41.938891, 41.931595))",chi
27323,"list(c(-87.741746, -87.741631, -87.73657, -87.732891, -87.731667, -87.727702, -87.729569, -87.731461, -87.735574, -87.736815, -87.738024, -87.741893, -87.741746, 41.927278, 41.924303, 41.924365, 41.924411, 41.924426, 41.924473, 41.928081, 41.931734, 41.931676, 41.931661, 41.931645, 41.931595, 41.927278))",chi
30385,"list(c(-87.666599, -87.666523, -87.661714, -87.661724, -87.661026, -87.656853, -87.657003, -87.661853, -87.666739, -87.666599, 41.874251, 41.871628, 41.871752, 41.87211, 41.872169, 41.872254, 41.876519, 41.876438, 41.876351, 41.874251))",chi
60988,"list(list(c(-87.6309174932886, -87.6309247339148, -87.6310668490702, -87.6309174932886, 41.9329833060328, 41.9330136256415, 41.9329790260418, 41.9329833060328)), list(c(-87.6313822936813, -87.632102, -87.637955, -87.639327, -87.641343, -87.641786, -87.640869, -87.641467, -87.640634, -87.639265, -87.639228, -87.641807, -87.641336, -87.640479, -87.639116, -87.636569, -87.636064, -87.633632, -87.6295997529193, -87.629599311938, -87.6295975039654, -87.6296027965036, -87.6296069712669, -87.6296108337229, 
-87.6296182866906, -87.6296220067008, -87.629626535594, -87.6296356926967, -87.629639218497, -87.6296627332358, -87.6296951420493, -87.6297312063376, -87.6297636023366, -87.6297911951474, -87.6298104542681, -87.6298479391586, -87.6298784312177, -87.6299269556193, -87.6299805355189, -87.6300311603674, -87.6300601535999, -87.6300866590716, -87.6301056781555, -87.6301225351784, -87.6301431193289, -87.6302281970501, -87.6302771321111, -87.6303267972799, -87.6303848151442, -87.6304712532733, -87.630520540229, 
-87.630544804612, -87.6305729797066, -87.6305955300702, -87.6306114427489, -87.6303959995089, -87.6304884556283, -87.6305593391071, -87.630623051591, -87.6306939948723, -87.6307076860605, -87.6307494700539, -87.6308341049786, -87.630868718097, -87.6309102661793, -87.6309374120317, -87.6309646168842, -87.6309848284724, -87.6309979275346, -87.6310103754806, -87.631008480102, -87.6309995908758, -87.6309834704645, -87.6309748180664, -87.6309517628924, -87.6309142459933, -87.6308913686989, -87.630861260123, 
-87.6308238020889, -87.6307863435457, -87.6307417136062, -87.6306972612842, -87.6306818513216, -87.6306736722291, -87.6306870673518, -87.6307364397661, -87.6307932214274, -87.6308501217582, -87.6309339456789, -87.6309644648411, -87.6310007606036, -87.6310319893655, -87.6310587709885, -87.6310868088755, -87.6311167758088, -87.6311589064037, -87.6311901825156, -87.6312385139631, -87.6311925165886, -87.631125486445, -87.63111001537, -87.6310778697064, -87.6310685812862, -87.6310624878567, -87.6310537647381, 
-87.6310515224878, -87.6310553954717, -87.6310650828281, -87.6310719855549, -87.6310724614794, -87.6311517633064, -87.631229301253, -87.6312808657313, -87.6312477619236, -87.6312545270717, -87.6312741709839, -87.631298913905, -87.6313970666725, -87.6314302204997, -87.6315390866141, -87.6315927228556, -87.6318214488035, -87.6318181030666, -87.6315997565523, -87.6315179193759, -87.6314959167926, -87.6314737458375, -87.6314413791255, -87.6314216516206, -87.6314004876508, -87.6313907345727, -87.6313838519285, 
-87.6313804301397, -87.6313822936813, 41.932902226595, 41.932727, 41.932932, 41.93292, 41.93287, 41.93236, 41.930856, 41.930661, 41.929242, 41.929696, 41.928665, 41.927813, 41.92701, 41.925585, 41.925612, 41.925658, 41.92567, 41.925751, 41.9265065843048, 41.9265209527749, 41.9265798337736, 41.9266198761299, 41.9266499470942, 41.9266777738412, 41.9267185163157, 41.9267344278796, 41.9267536102981, 41.9267831393518, 41.9268000379187, 41.9268404397503, 41.92690424995, 41.9269697554172, 41.9270280216429, 
41.9270786569368, 41.9271017715125, 41.9271484059559, 41.9271826762681, 41.9272345643476, 41.9272913694597, 41.9273427766758, 41.9273662795901, 41.9273888070572, 41.9274037151671, 41.9274189412597, 41.9274375345576, 41.9275240591661, 41.9275755110835, 41.9276273788087, 41.9276949671482, 41.9277948101948, 41.9278577624444, 41.9278935306712, 41.9279347292171, 41.9279694718549, 41.9279963997622, 41.9280818472062, 41.9282228097004, 41.9283528402013, 41.9284774269667, 41.9286020579437, 41.928672339699, 
41.9288183916777, 41.9290133043093, 41.9291539125616, 41.9293215622322, 41.929483724253, 41.9296404865486, 41.9297756065784, 41.9298998834939, 41.9300835547773, 41.9302563387181, 41.9304074803981, 41.9305585775657, 41.9306881212103, 41.9308121769458, 41.9309361442029, 41.9310440016101, 41.9311518142201, 41.9312703820006, 41.9313889497631, 41.9315020735544, 41.9315989990156, 41.9316853025942, 41.9317716501465, 41.9318689293235, 41.9319826286014, 41.9320801735214, 41.9321669192664, 41.9322265496905, 
41.9322506807911, 41.9322743683526, 41.9322922779674, 41.9323063294444, 41.9323227832036, 41.9323387696133, 41.9323567461423, 41.9323703462087, 41.9323864942854, 41.9324420852929, 41.9325220806867, 41.9325388361156, 41.9325444295345, 41.9325470079964, 41.9325496323439, 41.9325575643901, 41.9325676216818, 41.932576316826, 41.9325877925747, 41.9325917313097, 41.9325918988737, 41.9325758634137, 41.9324825684664, 41.9324185581946, 41.9324010403079, 41.9323941659705, 41.9324024912989, 41.9324116707921, 
41.9324325509378, 41.9324353888915, 41.932444533995, 41.9324430778045, 41.9324442008045, 41.9325818023616, 41.9325792057543, 41.9325953089022, 41.9326043395506, 41.9326153186583, 41.9326377880441, 41.9326606088358, 41.9326902539456, 41.9327183499986, 41.9327528310088, 41.9328001478523, 41.932902226595)))",chi
21343,"list(c(-87.719912, -87.719889, -87.718723, -87.713813, -87.710256, -87.710333, -87.712771, -87.713986, -87.715206, -87.717662, -87.718882, -87.720066, -87.719912, 41.853956, 41.852874, 41.853286, 41.85501, 41.856271, 41.859025, 41.859, 41.858988, 41.858974, 41.858946, 41.858931, 41.858921, 41.853956))",chi
35833,"list(c(-87.807134, -87.807005, -87.803308, -87.800841, -87.798413, -87.795987, -87.792327, -87.786307, -87.786363, -87.786559, -87.796272, -87.798707, -87.801137, -87.803607, -87.807269, -87.807134, 41.948899, 41.945265, 41.945336, 41.945386, 41.94543, 41.945479, 41.945549, 41.945663, 41.94839, 41.952916, 41.952743, 41.952743, 41.952748, 41.952753, 41.952765, 41.948899))",chi
26254,"list(c(-87.756129, -87.756042, -87.755991, -87.755895, -87.752858, -87.74936, -87.748574, -87.74601, -87.746169, -87.74621, -87.746302, -87.748758, -87.751227, -87.753682, -87.756146, -87.756129, 41.923637, 41.920458, 41.918652, 41.915709, 41.915326, 41.914908, 41.914801, 41.914493, 41.918757, 41.920584, 41.924239, 41.924206, 41.924175, 41.924141, 41.924107, 41.923637))",chi
29851,"list(c(-87.785411, -87.785277, -87.785226, -87.780263, -87.77547, -87.774909, -87.775604, -87.775011, -87.775716, -87.778147, -87.785443, -87.785411, 41.922631, 41.918228, 41.916452, 41.916532, 41.916552, 41.917919, 41.920559, 41.920928, 41.923827, 41.923789, 41.923678, 41.922631))",chi
92188,"list(c(-87.642929, -87.642949, -87.640028, -87.64004, -87.63989, -87.639984, -87.640044, -87.643092, -87.642929, 41.896476, 41.895505, 41.895517, 41.896513, 41.896515, 41.898905, 41.900468, 41.900413, 41.896476))",chi
41655,"list(list(c(-87.8158599180138, -87.8146239470925, -87.8146341083569, -87.8147485498079, -87.8149861216814, -87.8152574445702, -87.815588494466, -87.8156386514565, -87.8158493044943, -87.8158599180138, 41.952562729908, 41.952593939692, 41.952593780225, 41.9525919840917, 41.9525860591579, 41.9525796274226, 41.9525701987803, 41.9525686137681, 41.9525630077595, 41.952562729908)), list(c(-87.8133433556822, -87.8123721655661, -87.8125505207178, -87.8128267329913, -87.8130384548021, -87.8133433556822, 41.9526260040753, 
41.952647711382, 41.9526454263952, 41.9526391049096, 41.9526338626343, 41.9526260040753)), list(c(-87.8123226359824, -87.812225, -87.8108879813739, -87.8109761610577, -87.811057371281, -87.8112990649787, -87.8114689775703, -87.81166871033, -87.8118560920113, -87.8120069967273, -87.8122254002167, -87.8123226359824, 41.95264881821, 41.952651, 41.9526817756992, 41.9526815224155, 41.9526812886884, 41.9526748141238, 41.9526708390703, 41.9526661211117, 41.9526613467074, 41.9526575589438, 41.9526515109718, 
41.95264881821)), list(c(-87.8072692499707, -87.807269, -87.8072873724705, -87.807296926199, -87.807300248221, -87.8072915436117, -87.8072871249683, -87.8072817339031, -87.8072784285317, -87.807275407517, -87.8072692499707, 41.9527649942555, 41.952765, 41.9536844612585, 41.9536798406321, 41.9535820500001, 41.9534424940688, 41.95325106433, 41.9530617437261, 41.952954045453, 41.9529101241168, 41.9527649942555)), list(c(-87.8096814726318, -87.807281266212, -87.8075738073271, -87.8079397869344, -87.8082714612198, 
-87.8084741726097, -87.8086793104028, -87.808916626235, -87.8091727738672, -87.8096814726318, 41.9527095339619, 41.952764718111, 41.9527674197798, 41.9527575691425, 41.95274849404, 41.9527437738568, 41.9527389971702, 41.9527330013012, 41.9527257736927, 41.9527095339619)), list(c(-87.8183029985341, -87.818303, -87.8162606496196, -87.816541023315, -87.8167268540387, -87.8170665487182, -87.8172047881488, -87.817423424635, -87.8176271223913, -87.8177465471058, -87.817952467891, -87.8181544215171, -87.8183029985341, 
41.9525012155893, 41.952501, 41.9525526080905, 41.9525461699241, 41.9525421215269, 41.95253381917, 41.9525304399017, 41.9525246994957, 41.9525205378303, 41.9525181104374, 41.9525118448546, 41.9525051774593, 41.9525012155893)))",chi
40809,"list(c(-87.706864, -87.701979, -87.701981, -87.702089, -87.706976, -87.706864, 41.913828, 41.913885, 41.913938, 41.917445, 41.917402, 41.913828))",chi
33962,"list(c(-87.683086, -87.682323, -87.681842, -87.681161, -87.680171, -87.675227, -87.675294, -87.675328, -87.675406, -87.675678, -87.68027, -87.682683, -87.683086, 42.012323, 42.010157, 42.008845, 42.00735, 42.005206, 42.005302, 42.007139, 42.008962, 42.011394, 42.012617, 42.012536, 42.012497, 42.012323))",chi
59514,"list(c(-87.659122, -87.656699, -87.65523, -87.654245, -87.654272, -87.64943, -87.649486, -87.65433, -87.659168, -87.659122, 41.945316, 41.945351, 41.945605, 41.944466, 41.945396, 41.945461, 41.947315, 41.947245, 41.947149, 41.945316))",chi
35183,"list(list(c(-87.7410672407388, -87.741067, -87.7410669152407, -87.7410672407388, 41.7345239958509, 41.734524, 41.7345273739822, 41.7345239958509)), list(c(-87.7409978355632, -87.7410211961657, -87.7410162620754, -87.7410071306206, -87.7409989871739, -87.7409978355632, 41.7388429519897, 41.7395149948233, 41.7393706918105, 41.7391083155326, 41.7388741556354, 41.7388429519897)), list(c(-87.7411200156653, -87.7412264016957, -87.7412167849169, -87.7412060602817, -87.7411971371374, -87.7411966600031, -87.7411952896056, 
-87.7411779325943, -87.7411635978819, -87.7411590769784, -87.7411436874189, -87.7411314792612, -87.7411211963797, -87.7411200156653, 41.7423541884359, 41.7453909536572, 41.7450793242224, 41.7446953111956, 41.744394132195, 41.7443824109666, 41.7443320731856, 41.7439040079506, 41.7435498631932, 41.7434237117524, 41.7429930483888, 41.7426667144411, 41.7423860824172, 41.7423541884359)), list(c(-87.7412545119015, -87.7412823189248, -87.7412741725518, -87.7412582462843, -87.7412545119015, 41.7461933051452, 
41.7469869831345, 41.7467381997267, 41.7462939788719, 41.7461933051452)), list(c(-87.7413578974368, -87.741358, -87.7413581594076, -87.7413578974368, 41.7491440728379, 41.749147, 41.749146997223, 41.7491440728379)))",chi
63958,"list(c(-87.601739, -87.601722, -87.6017, -87.599265, -87.596832, -87.596854, -87.598882, -87.599417, -87.601852, -87.601739, 41.811408, 41.810655, 41.809588, 41.809614, 41.809642, 41.814147, 41.816905, 41.816895, 41.81687, 41.811408))",chi
22190,"list(c(-87.712652, -87.71254, -87.712349, -87.707701, -87.702813, -87.69792, -87.693029, -87.68936, -87.688136, -87.683243, -87.683343, -87.683392, -87.683444, -87.684664, -87.687109, -87.688333, -87.690769, -87.693206, -87.69443, -87.698083, -87.699284, -87.702967, -87.70781, -87.712724, -87.712652, 41.767851, 41.764242, 41.764245, 41.764308, 41.764389, 41.764458, 41.76454, 41.764598, 41.764618, 41.764702, 41.768332, 41.77015, 41.771978, 41.771958, 41.771919, 41.771902, 41.771862, 41.771824, 41.771807, 
41.771749, 41.771726, 41.771675, 41.771599, 41.771522, 41.767851))",chi
31929,"list(c(-87.659496, -87.659405, -87.659361, -87.654502, -87.65455, -87.654594, -87.654684, -87.657114, -87.659541, -87.659496, 41.784998, 41.781358, 41.779543, 41.779608, 41.781427, 41.783245, 41.786886, 41.786851, 41.786816, 41.784998))",chi
28175,"list(c(-87.64341, -87.638556, -87.637344, -87.633638, -87.634055, -87.635515, -87.637538, -87.638752, -87.643611, -87.64341, 41.728769, 41.728833, 41.728851, 41.728882, 41.735944, 41.7361, 41.736107, 41.7361, 41.73607, 41.728769))",chi
