med_earn,geometry
30519,"list(list(c(-117.060659328456, -117.061256, -117.061668872526, -117.061523189152, -117.061347510232, -117.060659328456, 32.6637279875802, 32.663674, 32.6635602567874, 32.6635429203437, 32.6635193438975, 32.6637279875802)), list(c(-117.062100406362, -117.063452, -117.064388, -117.065372940062, -117.065353264885, -117.065064576587, -117.064258029167, -117.06391491968, -117.063793598995, -117.063510332798, -117.063131147035, -117.062798667374, -117.062573327767, -117.062100406362, 32.6634413707727, 
32.663069, 32.662809, 32.6624358595479, 32.6624359583706, 32.6624531355378, 32.6627250757831, 32.6628675134053, 32.6629185829238, 32.6630378407072, 32.6631270973687, 32.6632053608219, 32.6632584019841, 32.6634413707727)))"
51073,"list(c(-117.128705, -117.12592, -117.125814, -117.125848, -117.124539, -117.123441, -117.119175, -117.119039, -117.120403, -117.120548, -117.117287, -117.116373, -117.114884, -117.111599, -117.110902, -117.109222, -117.108788, -117.109501, -117.111585, -117.112313, -117.112298, -117.11235, -117.112513, -117.112728, -117.113081, -117.113263, -117.115265, -117.118377, -117.119915, -117.122256, -117.1256, -117.128927, -117.128705, 32.939352, 32.93551, 32.933226, 32.931653, 32.924325, 32.924222, 32.924335, 
32.921776, 32.919372, 32.917212, 32.917209, 32.917111, 32.925611, 32.936804, 32.93901, 32.943581, 32.944374, 32.944476, 32.944428, 32.943632, 32.943456, 32.943192, 32.942994, 32.9429, 32.942906, 32.942966, 32.943053, 32.94424, 32.942831, 32.942104, 32.940305, 32.940029, 32.939352))"
27033,"list(list(c(-117.129262858153, -117.125693, -117.12203418064, -117.124347556338, -117.124607773174, -117.126310035308, -117.126477321464, -117.128650714368, -117.128678389841, -117.129262858153, 32.66726288426, 32.644748, 32.6263712823254, 32.6403568203398, 32.641929576628, 32.6522175009196, 32.6532284059543, 32.6663596132922, 32.6665267070362, 32.66726288426)), list(c(-117.118623245852, -117.118563, -117.116463, -117.109573078138, -117.11292571591, -117.116417196761, -117.11737439244, -117.118623245852, 
32.606651095753, 32.606268, 32.606565, 32.6042305096818, 32.6055439745926, 32.606911703715, 32.6067986289858, 32.606651095753)), list(c(-117.099933004205, -117.09989, -117.098188, -117.097823, -117.097832326259, -117.097850872477, -117.098181530089, -117.09849444708, -117.099933004205, 32.6045241311908, 32.604529, 32.60515, 32.605067, 32.605138523167, 32.6051403198932, 32.6051846289972, 32.6052265541734, 32.6045241311908)), list(c(-117.10995482117, -117.110201, -117.110226619883, -117.110149140463, 
-117.10995482117, 32.6826238789995, 32.682557, 32.6825496972131, 32.6825708506111, 32.6826238789995)), list(c(-117.122101772485, -117.124747, -117.125674, -117.135422, -117.135346175971, -117.129375855587, -117.127848117243, -117.124977505908, -117.122197653765, -117.122101772485, 32.6793936082164, 32.679291, 32.679169, 32.678614, 32.6785656333908, 32.6789344843365, 32.6790288299069, 32.6792060329707, 32.6793775769937, 32.6793936082164)))"
41810,"list(list(c(-117.050015662997, -117.050015, -117.049903, -117.049132, -117.049089490024, -117.049143256047, -117.049136499034, -117.049225129223, -117.049451836315, -117.049630548034, -117.049695708913, -117.049919029926, -117.050015662997, 32.7555880293897, 32.755588, 32.755146, 32.755187, 32.7551887934911, 32.7553243977024, 32.7556542605425, 32.7556490229905, 32.7556357227721, 32.7556250590934, 32.7556212114903, 32.75560801069, 32.7555880293897)), list(c(-117.04032286055, -117.040424, -117.040398, 
-117.04433, -117.044394746875, -117.044215452411, -117.044043088372, -117.043851180428, -117.043656062264, -117.043646278889, -117.043529193527, -117.04333728276, -117.043080369216, -117.042963259613, -117.042888486364, -117.042693303506, -117.042618493475, -117.042530685593, -117.042368063662, -117.042172891693, -117.041974476148, -117.041743519255, -117.0410533414, -117.041037103786, -117.041020838682, -117.041011685866, -117.040985673054, -117.040744988122, -117.040494519335, -117.04030225571, 
-117.040303310588, -117.040304225897, -117.040305069253, -117.040310562847, -117.040311499868, -117.040316311174, -117.040321553996, -117.04032286055, 32.7688275819288, 32.768826, 32.767743, 32.767671, 32.7675885965936, 32.7675897506224, 32.7675936124122, 32.7675979267556, 32.7676023102319, 32.7676025318761, 32.7676051462311, 32.7676091519621, 32.7676147144065, 32.7676172589807, 32.7676192050558, 32.7676242711122, 32.7676247516269, 32.7676264046603, 32.7676294484577, 32.7676331077674, 32.7676356586417, 
32.7676386158692, 32.7676509431635, 32.7676515220497, 32.7676516661612, 32.7676515564843, 32.7676520008162, 32.7676560973096, 32.767660365258, 32.7676615966748, 32.7677412851638, 32.7677962608029, 32.7678484739822, 32.7681864956344, 32.7682909377886, 32.768464068781, 32.7686866540445, 32.7688275819288)), list(c(-117.04558449449, -117.046105516064, -117.045730723101, -117.045584492295, -117.04558449449, 32.7660749991803, 32.7660741343856, 32.7660738178045, 32.7660747998038, 32.7660749991803)), list(
    c(-117.046109428665, -117.046501599645, -117.046260972325, -117.046109428665, 32.7660741278833, 32.7660734755211, 32.7660731501471, 32.7660741278833)), list(c(-117.051071727641, -117.051133, -117.05116, -117.053353, -117.05339683049, -117.053395035326, -117.053386246624, -117.053382544413, -117.053377869743, -117.053369929165, -117.053362435105, -117.053355399941, -117.053348823399, -117.053342705397, -117.053337058027, -117.053331880312, -117.053327183624, -117.053324574196, -117.053324874922, 
-117.053316917962, -117.053312119238, -117.053315840742, -117.053313571218, -117.053308449895, -117.053304388942, -117.053299970902, -117.053295806254, -117.053293764278, -117.053291539632, -117.05328721595, -117.053283176794, -117.053279023459, -117.053274516419, -117.052968561779, -117.052653138463, -117.052513110676, -117.052350581469, -117.052220466893, -117.051966413646, -117.051716099005, -117.051390874546, -117.051097604254, -117.05109563164, -117.051095575262, -117.051091732979, -117.051088645045, 
-117.0510797616, -117.051078115617, -117.051077795049, -117.051077482076, -117.051075660336, -117.051073319424, -117.051072954063, -117.051072172361, -117.05107146389, -117.051071606032, -117.051071727641, 32.7660138565066, 32.766014, 32.763249, 32.763268, 32.7607201503831, 32.7607223556742, 32.7607339180875, 32.7607391299723, 32.7607456956371, 32.7607576977834, 32.760769885294, 32.7607822780149, 32.7607948457145, 32.7608075794609, 32.7608204674944, 32.7608334919562, 32.7608466513979, 32.7608546981089, 
32.7608876773845, 32.7610856145237, 32.7612725515588, 32.7613247459577, 32.7614291986712, 32.7616656629094, 32.7618525353627, 32.7620504597715, 32.762240144609, 32.7623336156106, 32.7624353257232, 32.7626332591381, 32.7628174482339, 32.7630071329987, 32.7632132361303, 32.7632098114584, 32.7632062792721, 32.7632046448945, 32.7632027512621, 32.763203597201, 32.7632014666041, 32.7631993503612, 32.7631966110988, 32.7631937329409, 32.7632796189752, 32.7632824516632, 32.7634500742133, 32.7635847504906, 
32.7640383040111, 32.7642142196246, 32.7643516601, 32.7645028141323, 32.7646594928105, 32.7651185084086, 32.7651917306356, 32.7653493824012, 32.7656297401653, 32.7658386350239, 32.7660138565066)), list(c(-117.053479567249, -117.053481, -117.053480387596, -117.053479999312, -117.053479567249, 32.7559102967564, 32.755827, 32.7558269488781, 32.7558664550582, 32.7559102967564)), list(c(-117.053422604489, -117.053441874241, -117.053437389761, -117.053427416952, -117.053424922797, -117.053422692901, -117.05342378056, 
-117.05342326329, -117.0534222622, -117.053422142295, -117.053422604489, 32.7592218495883, 32.7581016223847, 32.7582456475554, 32.7585782739952, 32.7586607477825, 32.7587734477788, 32.7588284222444, 32.7589053683086, 32.7590538333192, 32.7590702900166, 32.7592218495883)))"
46174,"list(c(-117.128875, -117.128784, -117.128779, -117.128743, -117.12894, -117.127935, -117.127264, -117.124225, -117.12275, -117.120734, -117.120202, -117.116837, -117.114061, -117.112537, -117.112198, -117.112624, -117.11425, -117.114882, -117.119043, -117.121437, -117.127709, -117.129749, -117.128875, 32.807756, 32.807101, 32.804954, 32.80227, 32.80185, 32.801269, 32.800163, 32.794707, 32.792601, 32.789472, 32.786721, 32.787659, 32.788259, 32.792414, 32.794801, 32.799338, 32.810371, 32.810198, 32.808712, 
32.808287, 32.809853, 32.809867, 32.807756))"
32600,"list(c(-117.062717, -117.061192, -117.060354, -117.058722, -117.053643, -117.053077, -117.052484, -117.05127, -117.049593, -117.049273, -117.049198, -117.049132, -117.049903, -117.050365, -117.05601, -117.058323, -117.06447, -117.062717, 32.750404, 32.746629, 32.746144, 32.745683, 32.744352, 32.744066, 32.743657, 32.742462, 32.743406, 32.74396, 32.750253, 32.755187, 32.755146, 32.75513, 32.755335, 32.754674, 32.752849, 32.750404))"
64681,"list(c(-117.076619, -117.073821, -117.068524, -117.066722, -117.065607, -117.062461, -117.063574, -117.064355, -117.061626, -117.058839, -117.052535, -117.04994, -117.046004, -117.047777, -117.048449, -117.048849, -117.051306, -117.053271, -117.054207, -117.056091, -117.058005, -117.059553, -117.060667, -117.062028, -117.063276, -117.064465, -117.06603, -117.066937, -117.067946, -117.070345, -117.074642, -117.0765, -117.076619, 32.801818, 32.803049, 32.801674, 32.80178, 32.800959, 32.800509, 32.799387, 
32.796348, 32.798841, 32.80017, 32.800604, 32.801865, 32.803872, 32.805374, 32.806443, 32.807023, 32.809546, 32.812657, 32.813711, 32.815605, 32.816143, 32.817054, 32.816722, 32.816106, 32.815227, 32.813918, 32.811803, 32.810552, 32.809558, 32.80839, 32.8079, 32.804524, 32.801818))"
31105,"list(c(-117.039425304909, -117.039884, -117.040279, -117.040033, -117.040228, -117.040809, -117.042043, -117.043219, -117.043866, -117.045398, -117.045973, -117.046481, -117.048828, -117.049354, -117.051272, -117.049971, -117.049444, -117.050376, -117.048706, -117.048374, -117.047311, -117.045309, -117.044586, -117.044574580185, -117.0440849561, -117.043817538439, -117.043810337313, -117.043798237836, -117.043367815839, -117.042775387746, -117.042038580297, -117.041780340724, -117.041620208761, -117.041665311893, 
-117.041779986838, -117.041467610707, -117.040745567065, -117.040650289483, -117.040460954765, -117.03948362525, -117.039425304909, 32.6734524258127, 32.674093, 32.675857, 32.678261, 32.679191, 32.680218, 32.681499, 32.682965, 32.685129, 32.687073, 32.687767, 32.688957, 32.688252, 32.685832, 32.68463, 32.683487, 32.683056, 32.681349, 32.677663, 32.673345, 32.670394, 32.670971, 32.670178, 32.6701510538813, 32.6704184589541, 32.6705560945709, 32.6705611315043, 32.6705642190098, 32.6706737747562, 32.6708325093173, 
32.6710299033926, 32.6710983670014, 32.6711825162201, 32.6712994448814, 32.6715968028106, 32.6717566240354, 32.672346423137, 32.6724242481212, 32.6725788909663, 32.673377208686, 32.6734524258127))"
25806,"list(c(-117.261167819059, -117.26047, -117.260142552315, -117.258189, -117.254656, -117.250331, -117.249189, -117.248325, -117.245081, -117.240843, -117.2403, -117.239042, -117.235498, -117.231837, -117.227638, -117.223808, -117.220721, -117.214544, -117.214032, -117.214056, -117.209671, -117.207411, -117.20539, -117.199461, -117.203533, -117.204843, -117.206068, -117.207349, -117.20738, -117.210872, -117.214651, -117.221716, -117.222469, -117.223372, -117.224721, -117.227839, -117.22998, -117.231139, 
-117.234555, -117.234714, -117.235589, -117.237016, -117.238309, -117.240574, -117.241173, -117.241325, -117.2449, -117.247275, -117.250876, -117.255354, -117.256154, -117.257376, -117.257783, -117.258127, -117.258155563683, -117.258156854741, -117.258158584445, -117.258879954788, -117.259444923627, -117.259452583512, -117.259764085103, -117.259904918875, -117.260312338885, -117.260721823335, -117.260743495594, -117.260788533184, -117.260993662154, -117.261009788156, -117.261183589145, -117.261231620627, 
-117.26223757421, -117.262217092971, -117.262122918786, -117.262084637966, -117.262012218739, -117.261938623165, -117.261938353254, -117.261772975724, -117.261754418319, -117.261690136462, -117.26162039701, -117.261607350671, -117.261531212531, -117.26151442244, -117.26150063725, -117.261415156886, -117.261282721399, -117.261232974336, -117.261180079406, -117.261167819059, 32.9336483644785, 32.931245, 32.9282809716025, 32.927273, 32.924586, 32.922144, 32.920444, 32.917519, 32.913055, 32.892979, 32.89185, 
32.89099, 32.890173, 32.88835, 32.88706, 32.886234, 32.882517, 32.878829, 32.877577, 32.872564, 32.873728, 32.874014, 32.874309, 32.875168, 32.887325, 32.889182, 32.890622, 32.891439, 32.891997, 32.892942, 32.895113, 32.902239, 32.902982, 32.904789, 32.906901, 32.91089, 32.914012, 32.915326, 32.917916, 32.917819, 32.91872, 32.920218, 32.922151, 32.928358, 32.931348, 32.932349, 32.930524, 32.930913, 32.932066, 32.93417, 32.934818, 32.936047, 32.938583, 32.939019, 32.9390311631739, 32.9389208657426, 
32.938384604488, 32.9378379376107, 32.9374097958894, 32.9374039902908, 32.9376483571742, 32.9377588448441, 32.9380784492773, 32.9383996695161, 32.9384166706961, 32.9384519970531, 32.9386129205127, 32.9386255714024, 32.9387619073924, 32.9387995935947, 32.9382350819992, 32.9381533888391, 32.9377777101423, 32.9376388301384, 32.9373760864797, 32.9371090846196, 32.9371080767421, 32.9364352063228, 32.9363531474416, 32.9360687912452, 32.9357602018612, 32.9356794144151, 32.9352074748764, 32.935103410473, 
32.9350482639572, 32.9347061975841, 32.9341761814889, 32.9339476491622, 32.9337046962609, 32.9336483644785))"
37296,"list(list(c(-117.036514853839, -117.035363, -117.035347204218, -117.035347058981, -117.035616860792, -117.035892306417, -117.035888919056, -117.036067779607, -117.036478484895, -117.036493601316, -117.036529804953, -117.036529247702, -117.036522058238, -117.036515472084, -117.036514853839, 32.7206528720084, 32.721196, 32.7211802226618, 32.7212025395767, 32.7211953958708, 32.7211880960549, 32.7210918978916, 32.7210846489233, 32.7210693671142, 32.7210688055428, 32.7210674560483, 32.7210548357971, 32.7208542832561, 
32.7206701428995, 32.7206528720084)), list(c(-117.038791251275, -117.037270082569, -117.037289469028, -117.037498981893, -117.037523757182, -117.037532389984, -117.03758516546, -117.037601716949, -117.037803700535, -117.038067969942, -117.038235514467, -117.038161515338, -117.038280979739, -117.038312725675, -117.038417652127, -117.038506441821, -117.038541253305, -117.038658109217, -117.038714818858, -117.038791251275, 32.7195794430599, 32.7202967534021, 32.7203071284248, 32.720419248498, 32.7204719925218, 
32.7204904134252, 32.7206028407219, 32.7206357162018, 32.720681149866, 32.7205270923275, 32.7204294157875, 32.7203353022023, 32.7201919025218, 32.7201556889339, 32.7200278470913, 32.7199212675568, 32.7198794796165, 32.7197392047815, 32.7196721281011, 32.7195794430599)), list(c(-117.034507682297, -117.034537600048, -117.034501372876, -117.03450347496, -117.03450373607, -117.034504413033, -117.03450436862, -117.034504096612, -117.034504876023, -117.034505700686, -117.034506310405, -117.034506812379, 
-117.034507762619, -117.034507223977, -117.034507682297, 32.7198781408807, 32.7186098006134, 32.7186098387711, 32.7188460084119, 32.7188753441047, 32.7189514007499, 32.7189832133989, 32.7191987638739, 32.7193691582607, 32.71941313431, 32.719446111593, 32.7195314564912, 32.7196934634708, 32.7197869147806, 32.7198781408807)), list(c(-117.032028516087, -117.031954, -117.031952, -117.031952003381, -117.032032969114, -117.03203072936, -117.032032034665, -117.032031318216, -117.032031493821, -117.032028516087, 
32.7175969231722, 32.717745, 32.718821, 32.7188212681488, 32.718822835292, 32.7186482717947, 32.7184283976293, 32.7179886305447, 32.7178737557401, 32.7175969231722)), list(c(-117.03022088368, -117.030207, -117.030158298972, -117.030207718967, -117.030207766565, -117.030209337512, -117.030210229919, -117.030210829838, -117.030211654808, -117.030212378364, -117.030213123535, -117.03021389183, -117.030214649185, -117.030215395426, -117.030216163546, -117.030216887093, -117.030217667134, -117.030218413541, 
-117.030218509074, -117.030219136738, -117.030220051701, -117.03022088368, 32.7202565667777, 32.720256, 32.7217189418089, 32.7217195224563, 32.7217024025189, 32.7215292805237, 32.7214302826349, 32.721364357075, 32.721273627061, 32.7211939376724, 32.7211114563719, 32.7210262614819, 32.7209437794176, 32.720861327657, 32.7207761135292, 32.7206964241416, 32.7206111797053, 32.7205287471838, 32.7205184198283, 32.720449018633, 32.720347337394, 32.7202565667777)), list(c(-117.029470015323, -117.02947, -117.029149113677, 
-117.029182285796, -117.029470015323, 32.721187309022, 32.721186, 32.7211840870376, 32.7211844194858, 32.721187309022)), list(c(-117.028506631974, -117.028467643932, -117.028467644668, -117.028506631974, 32.7211802544292, 32.7211800217477, 32.721180198681, 32.7211802544292)), list(c(-117.028080796226, -117.026069061435, -117.027189547347, -117.027283574841, -117.027549684001, -117.028080796226, 32.7186605088511, 32.7185529155909, 32.7186153460744, 32.7186205755236, 32.7186338987501, 32.7186605088511
)), list(c(-117.040476547662, -117.038824, -117.038799868373, -117.039056681882, -117.039092069059, -117.039177049506, -117.039261994028, -117.039569776081, -117.039527372872, -117.039799329271, -117.039898465873, -117.039914550145, -117.039924343973, -117.040084489065, -117.040349368114, -117.040445767985, -117.040476547662, 32.72013589369, 32.719564, 32.7195753795638, 32.7197249126666, 32.7196834575758, 32.71973239009, 32.7197785708523, 32.7199610794823, 32.7200104609132, 32.7201658219835, 32.7200520957615, 
32.7200327547078, 32.7200381875869, 32.7201306090772, 32.7202829249781, 32.7201722652968, 32.72013589369)))"
44681,"list(c(-117.006083864453, -117.006062, -117.006054767013, -117.006083864453, 32.8074287569225, 32.805206, 32.8051412979568, 32.8074287569225))"
64949,"list(c(-117.075379308079, -117.075398, -117.080438, -117.084008, -117.090218, -117.095863, -117.099443, -117.102582, -117.104025, -117.105988, -117.106136, -117.108788, -117.109222, -117.110902, -117.111599, -117.111306, -117.108867, -117.107632, -117.105441, -117.103992, -117.098265, -117.096286, -117.088952, -117.085666, -117.084463, -117.074302, -117.072952, -117.068947, -117.06674, -117.066693624186, -117.066693931196, -117.066695450092, -117.066695460306, -117.06671786213, -117.06715619413, 
-117.067202878376, -117.067082491698, -117.066915485403, -117.066706356134, -117.066706893038, -117.066708300869, -117.066711641049, -117.066716776293, -117.066716986815, -117.066721127462, -117.066726406402, -117.066729003127, -117.066731929304, -117.066732548283, -117.066747631235, -117.066751889104, -117.06676119853, -117.066762619802, -117.066763539961, -117.066785628399, -117.066917957037, -117.068985914919, -117.070610359721, -117.070675532345, -117.071026476222, -117.071064886701, -117.07106504856, 
-117.071066186022, -117.071075486044, -117.071075699918, -117.07107602105, -117.071080042346, -117.071080152158, -117.071208687438, -117.071260864714, -117.07369178235, -117.073909558395, -117.07536654596, -117.075384290105, -117.075384586157, -117.075379308079, 32.9485344390739, 32.948529, 32.945906, 32.945647, 32.946336, 32.946966, 32.946841, 32.94608, 32.946399, 32.948169, 32.948331, 32.944374, 32.943581, 32.93901, 32.936804, 32.936739, 32.936323, 32.936447, 32.937248, 32.93747, 32.937125, 32.93665, 
32.934878, 32.934188, 32.934172, 32.934281, 32.934499, 32.934639, 32.934435, 32.9344381399788, 32.934508001404, 32.9350848650362, 32.935089736667, 32.9350896182395, 32.9350872669381, 32.93508729027, 32.9356846875424, 32.9360706304958, 32.9363499193986, 32.9364064907639, 32.9365529601607, 32.9369012225834, 32.9374375467895, 32.9374589815562, 32.9378907748956, 32.9384426429007, 32.9387120869669, 32.9390169060353, 32.9390835370108, 32.940656609446, 32.9411010759262, 32.9420714798297, 32.9422194642089, 
32.9423159651394, 32.9423160370534, 32.9423164794084, 32.9423234438538, 32.9423288824938, 32.9423291034146, 32.9423302787188, 32.9423303995299, 32.9423665775151, 32.9426417638878, 32.94418444801, 32.9442287247591, 32.9443523689327, 32.9459145143193, 32.9459576827405, 32.9459586809964, 32.9459590868739, 32.9459781263299, 32.945979824592, 32.9459912173915, 32.9483289317831, 32.9483704450631, 32.9485344390739))"
63448,"list(c(-117.166489, -117.161118, -117.159297, -117.156559, -117.154736, -117.153781, -117.148401, -117.148008, -117.147766, -117.14759, -117.145852, -117.144947, -117.142525, -117.140308, -117.138198, -117.133899, -117.133884, -117.134122, -117.133894, -117.133624, -117.133634, -117.137914, -117.142739, -117.146137, -117.153369, -117.15661, -117.159448, -117.159414, -117.159404, -117.159399, -117.159408, -117.159447, -117.159342, -117.161144, -117.162233, -117.163869, -117.164136, -117.166496, -117.166489, 
32.719883, 32.719903, 32.719895, 32.719901, 32.719912, 32.71938, 32.719408, 32.719347, 32.719269, 32.717865, 32.717871, 32.71942, 32.719443, 32.719456, 32.719463, 32.719447, 32.72343, 32.728524, 32.72965, 32.737438, 32.740997, 32.740989, 32.741199, 32.741182, 32.741124, 32.741067, 32.74081, 32.736632, 32.73243, 32.731394, 32.727213, 32.72406, 32.723136, 32.722785, 32.722832, 32.723473, 32.723377, 32.722993, 32.719883), c(-117.151251, -117.149409, -117.146952, -117.14411, -117.144483, -117.142722, 
-117.14653, -117.147352, -117.147839, -117.149364, -117.150185, -117.150964, -117.151321, -117.151251, 32.724104, 32.7268, 32.728086, 32.728085, 32.724948, 32.722803, 32.719867, 32.719969, 32.720393, 32.722767, 32.72344, 32.723828, 32.723954, 32.724104))"
31637,"list(c(-117.124325, -117.124113, -117.124032, -117.117962, -117.116652, -117.11672, -117.116373, -117.117287, -117.120548, -117.124784, -117.124325, 32.912892, 32.905355, 32.90275, 32.90343, 32.903434, 32.912038, 32.917111, 32.917209, 32.917212, 32.917166, 32.912892))"
48882,"list(c(-117.087933, -117.08551, -117.076285, -117.073328, -117.066422, -117.06631, -117.062509, -117.061961, -117.062842, -117.064023, -117.064844, -117.065178, -117.065992, -117.066753, -117.067763, -117.071679, -117.072978, -117.082305, -117.085611, -117.086869, -117.087078, -117.087933, 32.780609, 32.780579, 32.779344, 32.779165, 32.779288, 32.779465, 32.782367, 32.784, 32.785474, 32.786928, 32.788025, 32.788697, 32.79126, 32.792498, 32.793684, 32.792961, 32.792439, 32.786176, 32.784701, 32.782903, 
32.782563, 32.780609))"
35329,"list(c(-117.14388, -117.135618, -117.134071, -117.132907, -117.129887, -117.12844, -117.124784, -117.125057, -117.129217, -117.129267, -117.131686, -117.13566, -117.135692, -117.135665, -117.140206, -117.143939, -117.14388, 32.912714, 32.912848, 32.9131, 32.913812, 32.916154, 32.916959, 32.917166, 32.919321, 32.91922, 32.920638, 32.920695, 32.920595, 32.918575, 32.9165, 32.917814, 32.917831, 32.912714))"
37070,"list(list(c(-117.05821871763, -117.058149, -117.056723510347, -117.056732552223, -117.056752186489, -117.056776730895, -117.056806095986, -117.056840173617, -117.056878838579, -117.05692194944, -117.056969346893, -117.057020857875, -117.057076293095, -117.057127614351, -117.057181615152, -117.057238144514, -117.057297045811, -117.057434106917, -117.057578771458, -117.057751265186, -117.057805268757, -117.058097019936, -117.058160659383, -117.058223050975, -117.05822187068, -117.058220544268, -117.05821871763, 
32.930667658308, 32.930979, 32.9298978755965, 32.9299409203088, 32.9300097950518, 32.9300775404167, 32.9301439075592, 32.9302086532533, 32.9302715391938, 32.9303323354266, 32.9303908176108, 32.930446771802, 32.9304999917199, 32.9305439616353, 32.930585586753, 32.9306247512447, 32.9306613461902, 32.9307315215652, 32.9307896774577, 32.9308495024752, 32.9308682289607, 32.9309694037611, 32.9309928295543, 32.9310185117358, 32.9309156359676, 32.9307994344204, 32.930667658308)), list(c(-117.056168551429, 
-117.055541, -117.050184, -117.048208, -117.046507, -117.044165, -117.037457, -117.036521, -117.033954, -117.033041, -117.029852, -117.027903, -117.026128, -117.021261, -117.019921552133, -117.021015574449, -117.023220086331, -117.023234118202, -117.023294215036, -117.02339566928, -117.023540681821, -117.023674613905, -117.02376974243, -117.024761693244, -117.025783074132, -117.026166160654, -117.026550849889, -117.027938087933, -117.028157498708, -117.029879171423, -117.032169994839, -117.03242557684, 
-117.032506832889, -117.032593738245, -117.032665917625, -117.033095424585, -117.033212238159, -117.033212924434, -117.033510012752, -117.033583709064, -117.033613452825, -117.033658950816, -117.033744544587, -117.033997839057, -117.036556813531, -117.037483067382, -117.040989185349, -117.042616780237, -117.044172452277, -117.046498199069, -117.048188917737, -117.049255019481, -117.049297287879, -117.049804466234, -117.050184848973, -117.050557556017, -117.052101850242, -117.053778945519, -117.053930140984, 
-117.05398782432, -117.05399913537, -117.053997366391, -117.05407428922, -117.054260112264, -117.05427177555, -117.05429725588, -117.054582599577, -117.054652720643, -117.054831259798, -117.054834884598, -117.055420685991, -117.055556679967, -117.055568330721, -117.055576674923, -117.055581010559, -117.055585463063, -117.055593672721, -117.055597905322, -117.055622291975, -117.055627466315, -117.055632733713, -117.055660482633, -117.05566584869, -117.055676801603, -117.055705730868, -117.055736419465, 
-117.055737376414, -117.055777075007, -117.055820036093, -117.056168551429, 32.9294769703637, 32.929001, 32.927593, 32.927801, 32.927158, 32.927654, 32.927253, 32.92792, 32.928021, 32.929098, 32.930448, 32.930803, 32.931928, 32.933238, 32.9337203524577, 32.9334171518919, 32.9328061660372, 32.9328022860658, 32.9327856123994, 32.9327574923145, 32.9327172976533, 32.9326801817454, 32.9326538036195, 32.9323788637039, 32.9320960683608, 32.9319898799792, 32.9317462418038, 32.9308676235036, 32.930827638241, 
32.9305139327482, 32.9295436809614, 32.9294354280965, 32.9294010215978, 32.9293642039088, 32.9293336469793, 32.9291517260962, 32.9290141123421, 32.9290133157441, 32.9286633770374, 32.9285765814702, 32.9285415511084, 32.9284879545044, 32.9283871431147, 32.9280888080677, 32.9280165036103, 32.9273466035641, 32.9274868889049, 32.9276279029984, 32.927722594989, 32.9272293958429, 32.9278698810442, 32.9279124703811, 32.9279011962973, 32.9277659930111, 32.9276645888371, 32.9277659904732, 32.9281861378315, 
32.9286423842656, 32.9286835107816, 32.9286992053999, 32.9287022809233, 32.9286038051728, 32.9286242655666, 32.9286736517357, 32.928676754489, 32.9286835293476, 32.9287593971965, 32.9287780400832, 32.9288255028252, 32.9288264693711, 32.9289822124719, 32.9290183568316, 32.929039291049, 32.9290529990471, 32.9290597829246, 32.9290665165677, 32.9290783447883, 32.9290841982862, 32.9291151096644, 32.9291211253697, 32.9291270710689, 32.9291559012254, 32.9291610540286, 32.9291711809182, 32.9291956222824, 
32.9292184869102, 32.9292191533661, 32.9292493307094, 32.9292761411786, 32.9294769703637)), list(c(-117.019700981043, -117.017687, -117.0171433012, -117.017800789307, -117.018596680904, -117.018600307258, -117.018657381825, -117.019700981043, 32.9337997810782, 32.934525, 32.9350434690844, 32.9345749595451, 32.9342507318617, 32.9342491942191, 32.9342250272616, 32.9337997810782)), list(c(-117.016188685799, -117.014952, -117.012979, -117.012532, -117.010529, -117.010478, -117.010272403318, -117.010305678659, 
-117.010556681641, -117.010607187323, -117.01064296074, -117.011820699676, -117.011895393233, -117.012604224548, -117.013044475686, -117.014898628617, -117.01496339086, -117.014965998301, -117.016061695042, -117.016188685799, 32.935953766259, 32.937133, 32.937319, 32.938822, 32.940451, 32.941355, 32.9414217194968, 32.9414219274565, 32.9414234930484, 32.9404804537481, 32.9404513911608, 32.9394942925667, 32.9394335939413, 32.9388575406853, 32.9373816406802, 32.937271083809, 32.9372057908747, 32.9372031609393, 
32.9360982394158, 32.935953766259)), list(c(-117.008162726263, -117.001152, -117.00140891005, -117.001416720456, -117.001429653697, -117.001482426503, -117.001552407856, -117.001587738698, -117.001944106815, -117.002072502831, -117.00208886057, -117.002105207157, -117.002522081951, -117.008117209388, -117.008162726263, 32.942106319048, 32.944381, 32.9446020553772, 32.9445998503525, 32.9445961973676, 32.9445813021863, 32.9445615495917, 32.9445515722667, 32.9443734029392, 32.9443092154458, 32.9443010265048, 
32.9442928678625, 32.9440844370815, 32.9421528916977, 32.942106319048)))"
